year,month,day,dow,hour,minute
2017,1,12,3,13,55
2017,1,12,3,11,13
2017,1,12,3,10,8
2017,1,12,3,5,7
2017,1,12,3,4,54
2017,1,12,3,4,49
2017,1,12,3,4,45
2017,1,12,3,4,36
2017,1,11,2,15,23
2017,1,11,2,14,56
2017,1,11,2,13,58
2017,1,11,2,10,56
2017,1,11,2,10,53
2017,1,11,2,10,53
2017,1,11,2,10,32
2017,1,11,2,10,29
2017,1,11,2,10,27
2017,1,11,2,9,54
2017,1,11,2,8,3
2017,1,11,2,7,53
2017,1,11,2,5,45
2017,1,11,2,4,56
2017,1,10,1,19,10
2017,1,10,1,10,27
2017,1,10,1,10,10
2017,1,10,1,4,18
2017,1,9,0,7,8
2017,1,9,0,6,21
2017,1,9,0,6,18
2017,1,9,0,3,36
2017,1,9,0,8,18
2017,1,9,0,7,44
2017,1,8,6,10,1
2017,1,8,6,15,57
2017,1,8,6,15,52
2017,1,6,4,14,26
2017,1,6,4,14,26
2017,1,6,4,14,26
2017,1,6,4,14,22
2017,1,6,4,14,22
2017,1,6,4,14,22
2017,1,6,4,14,22
2017,1,6,4,14,22
2017,1,6,4,14,22
2017,1,6,4,14,22
2017,1,6,4,14,22
2017,1,6,4,10,37
2017,1,6,4,10,34
2017,1,6,4,10,32
2017,1,6,4,10,31
2017,1,6,4,10,15
2017,1,6,4,10,4
2017,1,6,4,9,56
2017,1,6,4,9,37
2017,1,6,4,3,29
2017,1,6,4,3,26
2017,1,5,3,10,42
2017,1,5,3,9,42
2017,1,5,3,9,41
2017,1,5,3,7,9
2017,1,5,3,6,58
2017,1,5,3,6,29
2017,1,5,3,6,26
2017,1,5,3,6,24
2017,1,4,2,9,4
2017,1,4,2,8,40
2017,1,4,2,8,39
2017,1,4,2,14,6
2017,1,4,2,6,54
2017,1,4,2,6,25
2017,1,4,2,6,4
2017,1,4,2,5,46
2017,1,4,2,5,28
2017,1,4,2,11,16
2017,1,4,2,4,48
2017,1,4,2,4,28
2017,1,3,1,11,10
2017,1,3,1,6,41
2017,1,3,1,5,52
2017,1,3,1,5,39
2017,1,3,1,10,14
2017,1,3,1,4,7
2016,12,31,5,9,58
2016,12,29,3,9,21
2016,12,29,3,8,17
2016,12,29,3,13,46
2016,12,28,2,16,45
2016,12,28,2,16,42
2016,12,23,4,4,47
2016,12,23,4,0,56
2016,12,22,3,10,45
2016,12,22,3,10,4
2016,12,22,3,9,19
2016,12,22,3,3,9
2016,12,20,1,11,34
2016,12,20,1,11,5
2016,12,20,1,5,54
2016,12,19,0,11,5
2016,12,19,0,10,31
2016,12,19,0,10,20
2016,12,19,0,10,9
2016,12,19,0,15,15
2016,12,19,0,14,39
2016,12,19,0,14,35
2016,12,19,0,14,30
2016,12,17,5,23,10
2016,12,17,5,23,10
2016,12,16,4,9,44
2016,12,16,4,9,38
2016,12,16,4,7,40
2016,12,16,4,7,14
2016,12,16,4,3,14
2016,12,14,2,7,46
2016,12,14,2,5,6
2016,12,14,2,4,54
2016,12,14,2,4,48
2016,12,13,1,10,49
2016,12,13,1,10,3
2016,12,13,1,8,44
2016,12,13,1,8,26
2016,12,13,1,6,20
2016,12,13,1,5,9
2016,12,13,1,4,14
2016,12,12,0,13,36
2016,12,12,0,12,47
2016,12,12,0,10,48
2016,12,12,0,9,44
2016,12,12,0,8,53
2016,12,12,0,7,25
2016,12,11,6,20,29
2016,12,11,6,14,31
2016,12,8,3,16,36
2016,12,8,3,16,30
2016,12,8,3,5,57
2016,12,8,3,10,11
2016,12,7,2,4,27
2016,12,7,2,3,56
2016,12,7,2,3,54
2016,12,6,1,11,3
2016,12,6,1,8,18
2016,12,6,1,8,15
2016,12,6,1,7,56
2016,12,6,1,13,16
2016,12,6,1,10,57
2016,12,6,1,3,50
2016,12,6,1,3,49
2016,12,5,0,11,0
2016,12,5,0,10,7
2016,12,5,0,6,38
2016,12,5,0,12,8
2016,12,5,0,5,14
2016,12,5,0,10,55
2016,12,5,0,4,15
2016,12,2,4,15,46
2016,12,2,4,15,44
2016,12,2,4,7,9
2016,12,2,4,5,6
2016,12,1,3,17,26
2016,12,1,3,8,59
2016,12,1,3,7,1
2016,12,1,3,4,9
2016,12,1,3,4,2
2016,12,1,3,3,54
2016,12,1,3,9,38
2016,12,1,3,9,28
2016,11,30,2,14,17
2016,11,30,2,13,53
2016,11,30,2,13,52
2016,11,30,2,13,10
2016,11,30,2,3,16
2016,11,29,1,15,30
2016,11,29,1,5,16
2016,11,29,1,5,15
2016,11,29,1,5,3
2016,11,29,1,4,41
2016,11,28,0,11,10
2016,11,28,0,7,1
2016,11,28,0,5,58
2016,11,28,0,11,48
2016,11,28,0,4,55
2016,11,23,2,5,14
2016,11,23,2,4,51
2016,11,22,1,14,21
2016,11,22,1,15,56
2016,11,22,1,14,50
2016,11,22,1,14,2
2016,11,22,1,7,20
2016,11,21,0,13,3
2016,11,21,0,9,42
2016,11,21,0,15,15
2016,11,21,0,8,32
2016,11,21,0,4,49
2016,11,19,5,19,46
2016,11,19,5,19,45
2016,11,19,5,19,44
2016,11,19,5,15,55
2016,11,19,5,9,54
2016,11,18,4,10,7
2016,11,18,4,9,22
2016,11,18,4,15,9
2016,11,18,4,9,1
2016,11,18,4,5,55
2016,11,18,4,5,46
2016,11,18,4,11,2
2016,11,18,4,10,56
2016,11,18,4,10,34
2016,11,18,4,10,33
2016,11,17,3,8,12
2016,11,17,3,13,39
2016,11,17,3,7,15
2016,11,17,3,6,10
2016,11,16,2,11,22
2016,11,16,2,16,44
2016,11,16,2,15,56
2016,11,16,2,8,49
2016,11,16,2,9,17
2016,11,16,2,9,5
2016,11,15,1,16,0
2016,11,15,1,15,55
2016,11,15,1,16,56
2016,11,15,1,13,11
2016,11,15,1,11,32
2016,11,15,1,5,16
2016,11,15,1,11,12
2016,11,15,1,4,12
2016,11,15,1,4,5
2016,11,15,1,4,1
2016,11,15,1,3,58
2016,11,15,1,3,54
2016,11,15,1,3,53
2016,11,15,1,9,34
2016,11,15,1,9,34
2016,11,14,0,11,53
2016,11,14,0,11,52
2016,11,14,0,11,35
2016,11,14,0,9,19
2016,11,14,0,8,25
2016,11,14,0,8,17
2016,11,14,0,8,6
2016,11,14,0,7,52
2016,11,14,0,7,35
2016,11,14,0,5,29
2016,11,14,0,5,25
2016,11,14,0,3,46
2016,11,10,3,17,31
2016,11,10,3,17,29
2016,11,10,3,16,33
2016,11,10,3,16,31
2016,11,10,3,16,0
2016,11,10,3,15,59
2016,11,10,3,9,11
2016,11,10,3,7,54
2016,11,10,3,13,9
2016,11,9,2,11,14
2016,11,9,2,10,47
2016,11,9,2,7,30
2016,11,9,2,6,51
2016,11,9,2,6,27
2016,11,9,2,6,26
2016,11,9,2,6,22
2016,11,9,2,6,14
2016,11,9,2,5,47
2016,11,9,2,5,44
2016,11,9,2,5,16
2016,11,9,2,4,37
2016,11,9,2,4,31
2016,11,9,2,10,14
2016,11,9,2,10,14
2016,11,9,2,4,14
2016,11,9,2,4,10
2016,11,8,1,9,32
2016,11,8,1,8,23
2016,11,8,1,8,14
2016,11,8,1,4,53
2016,11,8,1,4,35
2016,11,8,1,4,33
2016,11,8,1,10,23
2016,11,7,0,11,12
2016,11,7,0,16,20
2016,11,7,0,12,8
2016,11,7,0,12,8
2016,11,6,6,8,51
2016,11,6,6,14,25
2016,11,6,6,8,24
2016,11,6,6,14,12
2016,11,4,4,15,0
2016,11,4,4,11,16
2016,11,4,4,5,42
2016,11,4,4,10,7
2016,11,4,4,5,6
2016,11,3,3,22,28
2016,11,3,3,9,24
2016,11,3,3,7,6
2016,11,3,3,6,54
2016,11,3,3,6,51
2016,11,2,2,17,9
2016,11,2,2,15,5
2016,11,2,2,15,5
2016,11,2,2,8,5
2016,11,2,2,7,53
2016,11,2,2,10,39
2016,11,1,1,12,2
2016,11,1,1,16,31
2016,11,1,1,11,24
2016,11,1,1,10,55
2016,11,1,1,8,40
2016,11,1,1,8,33
2016,11,1,1,8,27
2016,11,1,1,5,43
2016,11,1,1,5,34
2016,11,1,1,5,17
2016,11,1,1,10,12
2016,11,1,1,5,8
2016,11,1,1,4,52
2016,10,31,0,9,17
2016,10,31,0,9,14
2016,10,31,0,8,11
2016,10,31,0,6,58
2016,10,31,0,6,56
2016,10,31,0,6,32
2016,10,31,0,5,33
2016,10,31,0,5,27
2016,10,31,0,5,23
2016,10,31,0,5,19
2016,10,28,4,22,5
2016,10,28,4,13,6
2016,10,28,4,12,23
2016,10,28,4,8,20
2016,10,28,4,6,13
2016,10,28,4,6,12
2016,10,28,4,6,10
2016,10,28,4,6,7
2016,10,28,4,6,6
2016,10,28,4,6,5
2016,10,28,4,11,2
2016,10,28,4,5,41
2016,10,28,4,5,40
2016,10,28,4,10,27
2016,10,27,3,16,52
2016,10,27,3,16,21
2016,10,27,3,12,1
2016,10,27,3,15,42
2016,10,27,3,7,56
2016,10,27,3,12,48
2016,10,27,3,12,48
2016,10,27,3,12,48
2016,10,27,3,12,48
2016,10,27,3,7,40
2016,10,27,3,7,29
2016,10,27,3,7,27
2016,10,27,3,7,24
2016,10,27,3,5,38
2016,10,26,2,10,39
2016,10,26,2,10,37
2016,10,26,2,10,35
2016,10,26,2,10,22
2016,10,26,2,10,19
2016,10,26,2,9,40
2016,10,26,2,9,39
2016,10,26,2,9,36
2016,10,26,2,9,34
2016,10,26,2,9,33
2016,10,26,2,9,31
2016,10,26,2,8,55
2016,10,26,2,8,28
2016,10,26,2,12,28
2016,10,26,2,7,18
2016,10,26,2,6,10
2016,10,26,2,5,35
2016,10,26,2,10,34
2016,10,26,2,5,33
2016,10,26,2,5,25
2016,10,26,2,5,22
2016,10,25,1,12,56
2016,10,25,1,12,46
2016,10,25,1,12,38
2016,10,25,1,12,32
2016,10,25,1,12,29
2016,10,25,1,12,28
2016,10,25,1,12,9
2016,10,25,1,11,59
2016,10,25,1,11,46
2016,10,25,1,11,43
2016,10,25,1,8,50
2016,10,25,1,12,18
2016,10,25,1,6,49
2016,10,25,1,5,59
2016,10,25,1,5,42
2016,10,25,1,5,39
2016,10,25,1,10,34
2016,10,25,1,10,32
2016,10,25,1,10,32
2016,10,25,1,5,27
2016,10,25,1,5,26
2016,10,25,1,5,24
2016,10,25,1,10,12
2016,10,25,1,9,24
2016,10,24,0,13,21
2016,10,24,0,13,21
2016,10,24,0,13,20
2016,10,24,0,13,12
2016,10,24,0,13,1
2016,10,24,0,7,5
2016,10,24,0,7,2
2016,10,24,0,4,12
2016,10,21,4,13,26
2016,10,21,4,12,59
2016,10,21,4,12,58
2016,10,21,4,14,58
2016,10,21,4,6,22
2016,10,21,4,10,52
2016,10,21,4,10,52
2016,10,21,4,5,6
2016,10,20,3,17,48
2016,10,20,3,12,23
2016,10,20,3,10,12
2016,10,20,3,8,53
2016,10,20,3,7,26
2016,10,19,2,17,36
2016,10,19,2,13,26
2016,10,19,2,8,49
2016,10,19,2,5,38
2016,10,19,2,5,24
2016,10,18,1,16,33
2016,10,18,1,16,32
2016,10,18,1,10,5
2016,10,18,1,15,2
2016,10,18,1,12,45
2016,10,18,1,7,2
2016,10,18,1,11,37
2016,10,18,1,6,27
2016,10,18,1,6,24
2016,10,18,1,10,55
2016,10,18,1,5,4
2016,10,17,0,18,36
2016,10,17,0,16,1
2016,10,17,0,10,11
2016,10,17,0,9,13
2016,10,17,0,13,21
2016,10,17,0,11,42
2016,10,14,4,18,10
2016,10,14,4,16,14
2016,10,14,4,6,51
2016,10,13,3,23,37
2016,10,13,3,9,59
2016,10,12,2,21,38
2016,10,12,2,16,12
2016,10,11,1,10,55
2016,10,11,1,10,1
2016,10,7,4,13,51
2016,10,7,4,8,5
2016,10,7,4,7,39
2016,10,7,4,7,22
2016,10,7,4,7,19
2016,10,7,4,7,16
2016,10,7,4,11,17
2016,10,7,4,10,4
2016,10,7,4,10,4
2016,10,7,4,4,54
2016,10,6,3,14,6
2016,10,6,3,13,57
2016,10,6,3,13,56
2016,10,6,3,15,51
2016,10,6,3,9,59
2016,10,6,3,9,40
2016,10,6,3,6,58
2016,10,6,3,11,37
2016,10,6,3,6,5
2016,10,6,3,6,3
2016,10,6,3,5,53
2016,10,5,2,17,30
2016,10,5,2,11,53
2016,10,5,2,11,46
2016,10,5,2,11,31
2016,10,5,2,10,54
2016,10,5,2,15,23
2016,10,5,2,10,8
2016,10,5,2,9,8
2016,10,5,2,8,29
2016,10,5,2,12,56
2016,10,5,2,11,54
2016,10,5,2,6,49
2016,10,5,2,5,58
2016,10,5,2,5,54
2016,10,5,2,5,53
2016,10,5,2,10,19
2016,10,5,2,10,19
2016,10,5,2,3,11
2016,10,4,1,22,56
2016,10,4,1,22,55
2016,10,4,1,22,55
2016,10,4,1,22,55
2016,10,4,1,9,42
2016,10,4,1,9,28
2016,10,4,1,9,15
2016,10,4,1,11,44
2016,10,4,1,10,9
2016,10,3,0,16,17
2016,10,3,0,15,15
2016,9,30,4,13,10
2016,9,30,4,12,54
2016,9,30,4,12,40
2016,9,30,4,11,34
2016,9,29,3,14,55
2016,9,29,3,14,32
2016,9,29,3,13,42
2016,9,29,3,13,36
2016,9,29,3,13,36
2016,9,29,3,13,36
2016,9,29,3,13,11
2016,9,29,3,12,7
2016,9,29,3,12,7
2016,9,28,2,15,32
2016,9,28,2,14,14
2016,9,28,2,13,8
2016,9,28,2,12,44
2016,9,28,2,12,34
2016,9,28,2,10,1
2016,9,27,1,13,46
2016,9,27,1,13,36
2016,9,27,1,13,34
2016,9,27,1,11,8
2016,9,27,1,9,30
2016,9,26,0,16,19
2016,9,26,0,14,48
2016,9,26,0,11,42
2016,9,26,0,11,25
2016,9,23,4,20,53
2016,9,23,4,13,48
2016,9,23,4,8,47
2016,9,23,4,13,40
2016,9,23,4,4,24
2016,9,22,3,14,11
2016,9,22,3,8,13
2016,9,22,3,5,37
2016,9,22,3,10,7
2016,9,22,3,5,6
2016,9,21,2,20,45
2016,9,21,2,13,23
2016,9,21,2,9,42
2016,9,21,2,7,15
2016,9,21,2,5,10
2016,9,21,2,5,9
2016,9,21,2,5,8
2016,9,21,2,5,6
2016,9,20,1,19,42
2016,9,20,1,9,26
2016,9,20,1,11,58
2016,9,20,1,11,47
2016,9,20,1,11,46
2016,9,20,1,6,31
2016,9,20,1,5,28
2016,9,20,1,10,22
2016,9,19,0,15,36
2016,9,19,0,15,36
2016,9,19,0,15,25
2016,9,19,0,15,24
2016,9,19,0,15,24
2016,9,19,0,15,24
2016,9,19,0,15,24
2016,9,19,0,10,10
2016,9,19,0,14,17
2016,9,19,0,13,6
2016,9,19,0,12,5
2016,9,19,0,11,25
2016,9,19,0,10,35
2016,9,19,0,10,0
2016,9,19,0,10,0
2016,9,19,0,10,0
2016,9,19,0,10,0
2016,9,19,0,5,0
2016,9,16,4,12,20
2016,9,16,4,14,45
2016,9,16,4,9,37
2016,9,16,4,13,46
2016,9,16,4,7,39
2016,9,16,4,7,37
2016,9,16,4,7,34
2016,9,16,4,5,23
2016,9,16,4,4,59
2016,9,15,3,18,54
2016,9,15,3,18,54
2016,9,15,3,18,54
2016,9,15,3,18,54
2016,9,15,3,18,54
2016,9,15,3,18,54
2016,9,15,3,18,54
2016,9,15,3,18,54
2016,9,15,3,18,54
2016,9,15,3,18,53
2016,9,15,3,18,50
2016,9,15,3,18,45
2016,9,15,3,10,55
2016,9,15,3,10,55
2016,9,15,3,10,55
2016,9,15,3,10,53
2016,9,15,3,5,17
2016,9,14,2,12,12
2016,9,14,2,10,45
2016,9,14,2,9,36
2016,9,14,2,12,44
2016,9,14,2,10,22
2016,9,14,2,5,10
2016,9,14,2,10,3
2016,9,14,2,10,3
2016,9,14,2,10,3
2016,9,14,2,10,2
2016,9,14,2,10,2
2016,9,14,2,10,1
2016,9,14,2,10,1
2016,9,13,1,17,22
2016,9,13,1,11,26
2016,9,13,1,6,31
2016,9,12,0,16,18
2016,9,12,0,16,18
2016,9,12,0,16,18
2016,9,12,0,16,18
2016,9,12,0,12,53
2016,9,12,0,11,19
2016,9,12,0,11,11
2016,9,12,0,10,11
2016,9,8,3,15,21
2016,9,8,3,16,35
2016,9,8,3,16,9
2016,9,8,3,11,1
2016,9,8,3,15,0
2016,9,8,3,9,32
2016,9,8,3,13,51
2016,9,8,3,8,43
2016,9,8,3,12,21
2016,9,8,3,9,30
2016,9,8,3,9,5
2016,9,7,2,15,45
2016,9,7,2,14,17
2016,9,7,2,9,3
2016,9,7,2,7,45
2016,9,7,2,7,42
2016,9,7,2,12,30
2016,9,7,2,7,27
2016,9,7,2,11,53
2016,9,7,2,6,32
2016,9,7,2,1,13
2016,9,6,1,14,6
2016,9,6,1,13,55
2016,9,6,1,12,6
2016,9,6,1,9,42
2016,9,6,1,9,42
2016,9,6,1,9,42
2016,9,2,4,21,14
2016,9,2,4,8,59
2016,9,2,4,8,32
2016,9,2,4,8,2
2016,9,2,4,8,0
2016,9,2,4,12,28
2016,9,2,4,5,23
2016,9,2,4,5,18
2016,9,2,4,5,18
2016,9,2,4,10,15
2016,9,2,4,8,51
2016,9,1,3,12,28
2016,9,1,3,10,50
2016,9,1,3,15,39
2016,9,1,3,9,2
2016,9,1,3,8,55
2016,9,1,3,8,53
2016,9,1,3,8,31
2016,9,1,3,7,55
2016,9,1,3,5,25
2016,9,1,3,5,20
2016,8,31,2,22,50
2016,8,31,2,18,29
2016,8,31,2,11,52
2016,8,31,2,15,28
2016,8,31,2,10,16
2016,8,31,2,15,13
2016,8,31,2,14,38
2016,8,31,2,14,11
2016,8,31,2,14,3
2016,8,31,2,14,1
2016,8,31,2,7,56
2016,8,31,2,12,39
2016,8,31,2,7,37
2016,8,31,2,6,3
2016,8,31,2,10,23
2016,8,31,2,5,23
2016,8,31,2,10,20
2016,8,31,2,9,55
2016,8,30,1,17,20
2016,8,30,1,16,31
2016,8,30,1,11,4
2016,8,30,1,10,53
2016,8,30,1,8,12
2016,8,30,1,6,56
2016,8,30,1,10,54
2016,8,30,1,5,54
2016,8,30,1,10,36
2016,8,29,0,15,10
2016,8,29,0,12,9
2016,8,29,0,15,37
2016,8,29,0,14,45
2016,8,29,0,6,1
2016,8,29,0,5,59
2016,8,29,0,5,22
2016,8,29,0,9,56
2016,8,26,4,16,28
2016,8,26,4,11,23
2016,8,26,4,9,14
2016,8,26,4,9,11
2016,8,26,4,12,4
2016,8,26,4,11,47
2016,8,26,4,6,30
2016,8,26,4,9,49
2016,8,25,3,11,29
2016,8,25,3,11,27
2016,8,25,3,11,27
2016,8,25,3,11,27
2016,8,25,3,11,26
2016,8,25,3,10,33
2016,8,25,3,5,1
2016,8,25,3,10,0
2016,8,25,3,10,0
2016,8,25,3,4,57
2016,8,24,2,13,14
2016,8,24,2,13,2
2016,8,24,2,12,33
2016,8,24,2,12,17
2016,8,24,2,16,33
2016,8,24,2,16,32
2016,8,24,2,16,32
2016,8,24,2,16,32
2016,8,24,2,16,32
2016,8,24,2,16,32
2016,8,24,2,11,31
2016,8,24,2,11,29
2016,8,24,2,10,12
2016,8,24,2,15,3
2016,8,24,2,9,54
2016,8,24,2,6,42
2016,8,24,2,10,56
2016,8,24,2,5,53
2016,8,24,2,5,0
2016,8,24,2,4,59
2016,8,24,2,9,49
2016,8,23,1,10,32
2016,8,23,1,7,3
2016,8,23,1,12,3
2016,8,23,1,6,7
2016,8,22,0,11,39
2016,8,22,0,11,3
2016,8,22,0,15,18
2016,8,22,0,14,57
2016,8,22,0,9,28
2016,8,22,0,7,3
2016,8,22,0,12,54
2016,8,22,0,6,46
2016,8,22,0,6,42
2016,8,22,0,11,28
2016,8,22,0,6,24
2016,8,22,0,6,23
2016,8,22,0,6,21
2016,8,22,0,5,39
2016,8,22,0,9,59
2016,8,20,5,19,21
2016,8,20,5,19,21
2016,8,18,3,8,55
2016,8,18,3,9,44
2016,8,18,3,9,44
2016,8,17,2,12,48
2016,8,17,2,12,48
2016,8,17,2,12,34
2016,8,17,2,6,23
2016,8,16,1,12,55
2016,8,16,1,12,52
2016,8,16,1,15,4
2016,8,16,1,13,14
2016,8,16,1,13,14
2016,8,16,1,13,14
2016,8,16,1,13,14
2016,8,16,1,5,51
2016,8,16,1,5,50
2016,8,16,1,10,44
2016,8,16,1,5,29
2016,8,15,0,12,50
2016,8,15,0,6,25
2016,8,15,0,5,26
2016,8,11,3,11,8
2016,8,11,3,16,8
2016,8,11,3,8,51
2016,8,11,3,11,10
2016,8,9,1,13,1
2016,8,9,1,6,12
2016,8,9,1,5,49
2016,8,9,1,10,38
2016,8,9,1,1,2
2016,8,8,0,12,36
2016,8,8,0,10,51
2016,8,8,0,10,42
2016,8,8,0,10,36
2016,8,8,0,10,17
2016,8,8,0,9,42
2016,8,8,0,9,26
2016,8,8,0,6,35
2016,8,8,0,5,22
2016,8,8,0,5,18
2016,8,5,4,14,10
2016,8,5,4,13,56
2016,8,5,4,13,53
2016,8,5,4,13,52
2016,8,5,4,8,44
2016,8,5,4,11,59
2016,8,5,4,11,50
2016,8,5,4,8,40
2016,8,4,3,17,11
2016,8,4,3,10,39
2016,8,4,3,5,18
2016,8,3,2,16,24
2016,8,3,2,16,23
2016,8,3,2,10,45
2016,8,3,2,10,42
2016,8,3,2,9,39
2016,8,3,2,9,32
2016,8,3,2,5,41
2016,8,2,1,16,55
2016,8,2,1,16,49
2016,8,2,1,15,57
2016,8,2,1,15,51
2016,8,2,1,15,51
2016,8,2,1,5,48
2016,8,2,1,10,20
2016,8,2,1,9,39
2016,8,2,1,9,38
2016,8,1,0,19,2
2016,8,1,0,10,20
2016,8,1,0,15,17
2016,8,1,0,10,4
2016,8,1,0,14,41
2016,8,1,0,8,9
2016,8,1,0,12,48
2016,8,1,0,12,18
2016,8,1,0,6,40
2016,8,1,0,6,38
2016,8,1,0,6,29
2016,8,1,0,6,17
2016,8,1,0,6,11
2016,8,1,0,9,35
2016,8,1,0,9,0
2016,7,29,4,10,15
2016,7,29,4,10,2
2016,7,29,4,13,50
2016,7,29,4,8,32
2016,7,29,4,8,2
2016,7,29,4,13,1
2016,7,29,4,6,37
2016,7,29,4,6,11
2016,7,29,4,5,25
2016,7,29,4,4,59
2016,7,29,4,4,41
2016,7,29,4,9,34
2016,7,29,4,4,33
2016,7,28,3,9,41
2016,7,28,3,5,59
2016,7,28,3,4,47
2016,7,27,2,14,20
2016,7,27,2,11,41
2016,7,26,1,14,22
2016,7,26,1,13,56
2016,7,26,1,13,43
2016,7,26,1,13,43
2016,7,26,1,12,47
2016,7,26,1,10,34
2016,7,26,1,4,13
2016,7,25,0,15,13
2016,7,25,0,10,3
2016,7,25,0,13,41
2016,7,25,0,8,40
2016,7,19,1,11,2
2016,7,18,0,12,21
